GS,BB,RBI,R,HR,InnOuts,ADJ Salary,ADJ Salary Group
48.0,9,19.0,32,7,1317.0,366019,0
88.0,32,35.0,35,7,2343.0,141684,0
6.0,27,26.0,24,10,150.0,141684,0
6.0,31,10.0,21,6,150.0,141684,0
6.0,27,26.0,24,10,150.0,1416848,1
6.0,31,10.0,21,6,150.0,1416848,1
129.0,62,46.0,82,9,3432.0,2243343,1
55.0,14,17.0,12,4,1571.0,188913,0
80.0,25,58.0,50,14,2086.0,1534919,1
124.0,37,78.0,65,20,3258.0,2472400,1
60.0,27,37.0,20,6,1620.0,347127,0
79.0,30,42.0,39,10,2322.0,159395,0
17.0,5,5.0,4,2,447.0,153491,0
21.0,7,10.0,13,1,583.0,153491,0
54.0,22,23.0,21,2,1318.0,755652,0
95.0,37,44.0,37,5,2605.0,1062636,1
43.0,21,8.0,23,1,1378.0,147588,0
20.0,6,7.0,5,1,544.0,212527,0
146.0,78,62.0,91,9,3915.0,3577542,1
46.0,17,13.0,20,0,1235.0,141684,0
14.0,18,4.0,6,0,297.0,2361414,1
127.0,44,71.0,50,18,3372.0,1534919,1
143.0,57,49.0,89,8,3830.0,283369,0
35.0,18,11.0,23,4,1216.0,206623,0
16.0,9,11.0,10,1,408.0,826494,0
31.0,9,13.0,10,2,733.0,1316488,1
9.0,49,78.0,64,14,240.0,1554596,1
9.0,2,5.0,1,0,318.0,153491,0
35.0,8,3.0,9,0,1013.0,472282,0
115.0,15,26.0,33,9,3104.0,2479484,1
115.0,20,32.0,36,12,3104.0,2479484,1
56.0,24,29.0,23,6,1474.0,946627,0
56.0,22,20.0,22,3,1474.0,946627,0
144.0,89,74.0,130,28,3766.0,3707420,1
3.0,4,1.0,1,1,66.0,2880925,1
161.0,53,113.0,117,31,4288.0,3246944,1
133.0,54,71.0,71,28,3660.0,283369,0
68.0,47,45.0,44,16,1919.0,165298,0
137.0,94,50.0,76,5,3609.0,2503099,1
27.0,27,18.0,11,3,717.0,1554596,1
142.0,77,104.0,90,24,3805.0,4455313,1
52.0,30,29.0,19,7,1412.0,1731702,1
92.0,36,27.0,67,1,2544.0,767459,0
131.0,62,105.0,81,24,3519.0,5102340,1
1.0,2,0.0,1,0,27.0,519511,0
98.0,58,45.0,77,8,2873.0,218430,0
9.0,3,0.0,3,0,274.0,141684,0
5.0,3,1.0,4,1,153.0,153491,0
34.0,12,10.0,16,4,1003.0,141684,0
50.0,30,33.0,24,5,1219.0,826494,0
146.0,94,83.0,94,13,3906.0,3896333,1
52.0,31,39.0,30,10,1530.0,537221,0
130.0,40,76.0,51,11,3431.0,1523112,1
25.0,26,8.0,18,1,741.0,141684,0
25.0,12,7.0,10,2,741.0,141684,0
25.0,26,8.0,18,1,741.0,1416848,1
25.0,12,7.0,10,2,741.0,1416848,1
0.0,1,3.0,1,0,4.0,436861,0
77.0,33,43.0,51,12,2063.0,141684,0
0.0,2,1.0,1,0,9.0,1948166,1
111.0,36,28.0,38,1,3135.0,554932,0
127.0,72,93.0,76,27,3449.0,2231536,1
70.0,32,31.0,35,4,1944.0,472282,0
80.0,32,45.0,61,9,2334.0,1652989,1
53.0,27,19.0,25,4,1206.0,1121671,1
106.0,65,43.0,57,6,2849.0,1351909,1
155.0,65,117.0,85,33,4104.0,177106,0
128.0,34,55.0,77,19,3411.0,1416848,1
162.0,35,51.0,74,4,4275.0,1363926,1
7.0,0,3.0,2,0,147.0,472282,0
82.0,23,29.0,37,4,2229.0,515260,0
2.0,33,94.0,70,35,47.0,1723832,1
146.0,39,72.0,80,19,3850.0,2833697,1
15.0,4,9.0,10,3,369.0,141684,0
93.0,56,39.0,50,9,2459.0,2125624,1
114.0,76,52.0,76,5,2968.0,710667,0
10.0,3,5.0,4,0,288.0,177106,0
77.0,39,35.0,26,10,2025.0,224334,0
10.0,3,6.0,6,1,267.0,141684,0
48.0,22,26.0,17,4,1313.0,188913,0
30.0,8,13.0,17,4,902.0,649388,0
44.0,38,21.0,18,8,1160.0,188913,0
64.0,10,5.0,8,0,1814.0,495896,0
64.0,20,18.0,18,1,1814.0,495896,0
10.0,21,8.0,11,0,397.0,885530,0
156.0,74,98.0,107,19,4205.0,1534919,1
132.0,65,36.0,44,0,3548.0,165298,0
23.0,17,6.0,8,1,592.0,188913,0
85.0,47,33.0,62,11,2272.0,826494,0
35.0,5,10.0,8,3,933.0,155853,0
69.0,61,42.0,42,5,1950.0,200720,0
82.0,25,60.0,35,13,2262.0,236141,0
143.0,26,78.0,90,16,3758.0,1210224,1
152.0,89,119.0,97,37,3948.0,5045553,1
42.0,18,25.0,32,8,1242.0,236141,0
58.0,20,19.0,32,6,1415.0,236141,0
69.0,26,23.0,38,6,1947.0,224334,0
150.0,42,84.0,70,15,4034.0,1151189,1
41.0,30,27.0,29,7,1332.0,613967,0
100.0,26,31.0,33,0,2493.0,153491,0
108.0,65,48.0,72,16,2836.0,141684,0
137.0,60,77.0,73,16,3770.0,217250,0
52.0,19,36.0,22,12,1145.0,157034,0
5.0,1,5.0,3,1,136.0,155853,0
145.0,47,88.0,58,23,3846.0,749749,0
91.0,28,19.0,60,2,2517.0,318790,0
28.0,9,14.0,11,0,761.0,229057,0
135.0,53,52.0,56,10,3608.0,2892732,1
144.0,58,78.0,67,7,3860.0,1787590,1
97.0,40,48.0,63,9,2689.0,306983,0
27.0,15,10.0,14,0,864.0,425054,0
30.0,14,22.0,16,8,856.0,295176,0
95.0,54,28.0,48,3,2635.0,452605,0
138.0,23,81.0,58,21,3570.0,2951767,1
158.0,52,59.0,107,14,4189.0,1275163,1
7.0,2,11.0,10,2,224.0,495896,0
114.0,37,57.0,46,12,2997.0,2172501,1
68.0,45,38.0,33,4,1667.0,141684,0
60.0,35,25.0,28,9,1506.0,566739,0
147.0,66,96.0,89,26,3908.0,649388,0
99.0,41,55.0,36,16,2542.0,2154193,1
65.0,14,12.0,34,1,1684.0,141684,0
60.0,32,26.0,31,5,1760.0,856012,0
134.0,35,44.0,42,2,3571.0,2604682,1
59.0,15,37.0,34,7,1990.0,484089,0
139.0,77,50.0,88,12,3665.0,1121671,1
25.0,10,7.0,12,3,657.0,141684,0
17.0,3,6.0,5,0,474.0,850109,0
99.0,76,72.0,66,18,2605.0,944565,0
60.0,12,25.0,23,6,1645.0,708424,0
92.0,34,34.0,56,3,2478.0,194816,0
53.0,88,64.0,69,24,1394.0,554932,0
154.0,32,107.0,83,27,4082.0,454572,0
24.0,8,5.0,8,0,772.0,200720,0
125.0,29,24.0,46,1,3272.0,200720,0
132.0,61,96.0,76,25,3522.0,200720,0
44.0,12,12.0,10,2,1107.0,974813,0
55.0,33,25.0,27,2,1498.0,141684,0
129.0,74,62.0,60,16,3531.0,1086250,1
111.0,33,49.0,57,7,2871.0,366019,0
99.0,34,41.0,66,11,2648.0,141684,0
145.0,84,70.0,71,13,3848.0,1629375,1
6.0,4,0.0,2,0,251.0,1652989,1
6.0,5,3.0,5,1,251.0,1652989,1
82.0,39,29.0,55,4,2215.0,413247,0
38.0,11,16.0,28,7,1154.0,141684,0
84.0,20,42.0,48,6,2234.0,2125272,1
88.0,20,85.0,49,18,2397.0,1062636,1
76.0,15,25.0,24,5,1933.0,177106,0
22.0,3,11.0,13,0,811.0,153491,0
0.0,0,2.0,0,0,6.0,301080,0
146.0,42,47.0,73,7,3812.0,141684,0
153.0,61,43.0,46,3,3839.0,314068,0
28.0,18,28.0,20,5,906.0,1062636,1
64.0,45,23.0,34,9,1759.0,3069838,1
145.0,60,29.0,94,0,3922.0,354212,0
49.0,23,29.0,30,2,1342.0,141684,0
78.0,23,25.0,19,4,2167.0,1259420,1
78.0,4,11.0,11,4,2167.0,1259420,1
150.0,73,61.0,48,2,3994.0,1771060,1
40.0,26,15.0,18,3,1100.0,283369,0
48.0,20,17.0,24,2,1372.0,558868,0
93.0,36,30.0,18,3,2488.0,165298,0
5.0,2,3.0,5,0,208.0,236141,0
121.0,37,48.0,65,7,3269.0,1180707,1
23.0,7,14.0,8,1,650.0,141684,0
27.0,15,13.0,20,0,895.0,186551,0
154.0,34,59.0,56,1,4132.0,448668,0
144.0,79,54.0,67,0,3861.0,4581143,1
108.0,47,61.0,48,13,2994.0,791073,0
1.0,2,3.0,1,1,43.0,236141,0
0.0,0,0.0,0,0,2.0,236141,0
140.0,35,54.0,54,18,3665.0,200720,0
139.0,47,50.0,82,3,3681.0,667099,0
83.0,44,41.0,36,7,2229.0,1652989,1
112.0,55,88.0,82,30,2679.0,495896,0
136.0,65,49.0,105,18,3665.0,318790,0
144.0,87,90.0,86,23,3866.0,796977,0
45.0,3,22.0,17,4,1196.0,475824,0
30.0,52,94.0,67,28,719.0,1323853,1
27.0,5,18.0,17,2,847.0,187732,0
23.0,22,29.0,21,12,601.0,383729,0
93.0,22,55.0,50,16,2641.0,141684,0
85.0,16,46.0,39,13,2161.0,782808,0
101.0,31,51.0,54,5,2573.0,2042623,1
63.0,11,15.0,27,0,1907.0,389633,0
156.0,69,108.0,107,40,4224.0,1712025,1
147.0,41,108.0,101,31,3907.0,1712025,1
162.0,27,65.0,91,10,4329.0,649388,0
103.0,13,46.0,57,6,2660.0,1865517,1
34.0,5,15.0,20,5,1054.0,207804,0
77.0,20,44.0,30,3,2386.0,724167,0
1.0,52,55.0,48,15,27.0,1712025,1
30.0,13,39.0,35,5,901.0,383729,0
21.0,4,7.0,8,1,657.0,141684,0
47.0,20,12.0,13,2,1253.0,819637,0
144.0,64,86.0,89,21,3876.0,1729735,1
94.0,43,45.0,50,11,2270.0,604406,0
16.0,3,4.0,16,2,480.0,212527,0
151.0,78,60.0,85,9,4084.0,2219729,1
109.0,35,56.0,48,16,2965.0,767459,0
28.0,17,5.0,4,1,768.0,1401133,1
50.0,18,15.0,11,2,1266.0,142391,0
99.0,46,64.0,65,14,2706.0,2620005,1
65.0,38,24.0,54,3,1712.0,341739,0
136.0,77,38.0,69,5,3558.0,1264437,1
118.0,70,61.0,80,10,3180.0,273391,0
1.0,0,1.0,0,0,27.0,478435,0
159.0,115,105.0,115,44,4220.0,4385661,1
25.0,22,33.0,16,5,792.0,500079,0
125.0,48,48.0,59,3,3312.0,1651742,1
131.0,48,74.0,77,12,3510.0,341739,0
40.0,8,21.0,22,1,1086.0,1993482,1
43.0,32,28.0,25,9,1051.0,865741,0
12.0,5,8.0,9,3,327.0,216435,0
38.0,21,30.0,20,4,1001.0,1139132,1
80.0,14,39.0,29,5,2110.0,170869,0
119.0,47,72.0,57,27,3140.0,1731482,1
33.0,11,26.0,14,3,984.0,979654,0
33.0,5,21.0,6,5,984.0,979654,0
53.0,17,14.0,26,2,1410.0,455653,0
28.0,37,33.0,54,15,712.0,700566,0
77.0,17,34.0,41,14,2106.0,142391,0
24.0,6,12.0,7,4,654.0,142391,0
135.0,35,62.0,51,18,3562.0,2323831,1
133.0,39,65.0,46,14,3505.0,1366959,1
62.0,32,28.0,35,7,1744.0,1196089,1
97.0,39,60.0,49,23,2519.0,3052876,1
156.0,73,91.0,89,30,4141.0,4658500,1
14.0,2,3.0,5,2,387.0,565009,0
58.0,21,20.0,27,2,1510.0,142391,0
162.0,81,98.0,97,27,4292.0,3075658,1
122.0,31,94.0,74,31,3146.0,330348,0
125.0,1,3.0,4,1,3398.0,683479,0
125.0,31,69.0,61,21,3398.0,683479,0
18.0,1,6.0,7,1,506.0,193652,0
35.0,28,15.0,37,1,943.0,1737177,1
54.0,46,39.0,46,16,1450.0,797393,0
136.0,51,43.0,72,3,3573.0,1310002,1
56.0,22,43.0,36,8,1522.0,142391,0
145.0,105,89.0,108,24,3807.0,3816095,1
78.0,13,42.0,23,2,1976.0,835364,0
78.0,9,32.0,16,3,1976.0,835364,0
78.0,13,42.0,23,2,1976.0,142391,0
78.0,9,32.0,16,3,1976.0,142391,0
128.0,41,59.0,94,20,3377.0,142391,0
148.0,106,123.0,109,34,3915.0,2437744,1
50.0,22,25.0,30,8,1462.0,1196089,1
50.0,8,1.0,2,0,1462.0,1196089,1
54.0,3,6.0,5,0,1389.0,683479,0
54.0,7,10.0,10,0,1389.0,683479,0
94.0,45,62.0,66,13,2439.0,4807140,1
19.0,1,9.0,8,3,541.0,142391,0
118.0,35,33.0,42,3,3105.0,2011708,1
125.0,72,76.0,80,24,3386.0,1856786,1
122.0,70,63.0,65,16,3313.0,2392179,1
122.0,0,1.0,1,0,3313.0,2392179,1
33.0,106,77.0,110,29,792.0,2050439,1
2.0,1,1.0,1,0,97.0,170869,0
42.0,14,25.0,14,5,1075.0,2253963,1
111.0,57,64.0,64,23,3121.0,216435,0
20.0,33,43.0,42,15,492.0,1196089,1
39.0,20,28.0,25,8,1130.0,1025219,1
145.0,72,117.0,100,34,3918.0,410087,0
31.0,9,16.0,14,4,802.0,207322,0
108.0,52,17.0,49,1,2972.0,911306,0
38.0,2,15.0,12,2,1049.0,152643,0
132.0,37,46.0,52,9,3539.0,1082176,1
155.0,39,87.0,103,24,4204.0,159478,0
25.0,9,5.0,4,0,634.0,1670727,1
8.0,46,93.0,59,20,198.0,2164352,1
81.0,25,29.0,51,10,2257.0,170869,0
140.0,60,83.0,93,28,3675.0,193652,0
110.0,39,71.0,68,23,3020.0,2050439,1
146.0,22,51.0,64,2,3873.0,398696,0
24.0,17,12.0,15,3,582.0,1217375,1
65.0,10,28.0,20,7,1753.0,421479,0
31.0,7,7.0,7,2,784.0,1423916,1
90.0,19,29.0,30,4,2459.0,142391,0
119.0,69,48.0,78,12,3225.0,911306,0
48.0,19,23.0,25,7,1289.0,592349,0
48.0,4,4.0,1,0,1289.0,592349,0
150.0,75,94.0,85,27,4006.0,1139132,1
8.0,22,11.0,12,4,198.0,2392179,1
119.0,52,51.0,57,19,3042.0,2297250,1
151.0,32,137.0,90,49,3935.0,1594786,1
38.0,20,25.0,20,5,1137.0,227826,0
40.0,19,21.0,38,8,1150.0,1613770,1
92.0,10,22.0,40,5,2415.0,353131,0
114.0,51,63.0,70,27,3012.0,2695947,1
119.0,57,36.0,70,8,3182.0,142391,0
149.0,39,88.0,63,27,3742.0,2376989,1
76.0,35,44.0,41,13,1837.0,1708699,1
47.0,20,30.0,32,14,1296.0,142391,0
21.0,10,8.0,12,0,550.0,154922,0
130.0,59,59.0,81,16,3403.0,1731482,1
35.0,19,15.0,9,4,1064.0,1803627,1
41.0,25,26.0,27,8,1393.0,660697,0
141.0,71,70.0,74,17,3685.0,1982091,1
43.0,1,2.0,1,1,1060.0,142391,0
43.0,7,12.0,7,1,1060.0,142391,0
9.0,11,5.0,19,0,358.0,227826,0
66.0,28,33.0,32,1,1960.0,729045,0
93.0,60,64.0,73,26,2391.0,197069,0
127.0,84,100.0,120,37,3346.0,751827,0
130.0,19,82.0,49,15,3400.0,1879569,1
92.0,29,59.0,48,22,2432.0,694871,0
42.0,10,12.0,16,3,1191.0,512609,0
79.0,23,44.0,53,10,2193.0,182261,0
114.0,36,43.0,64,12,3033.0,176565,0
23.0,8,11.0,6,2,665.0,142391,0
66.0,22,23.0,28,2,1779.0,1708699,1
32.0,18,28.0,24,7,886.0,148087,0
150.0,44,97.0,77,26,3867.0,2506092,1
93.0,32,33.0,54,4,2519.0,182261,0
47.0,9,16.0,17,3,1242.0,170869,0
65.0,12,16.0,20,5,1697.0,694871,0
132.0,25,30.0,39,11,3404.0,1435307,1
132.0,30,19.0,34,3,3404.0,1435307,1
135.0,91,41.0,91,9,3512.0,1742873,1
140.0,27,106.0,83,32,3654.0,569566,0
17.0,16,31.0,27,11,412.0,563870,0
48.0,23,9.0,16,1,1266.0,911306,0
118.0,57,52.0,86,8,3049.0,1765656,1
109.0,20,76.0,57,18,2893.0,1253046,1
63.0,10,21.0,31,3,1673.0,142391,0
148.0,75,69.0,73,32,3848.0,1395437,1
20.0,3,7.0,7,0,586.0,142391,0
149.0,31,82.0,74,33,3944.0,205043,0
76.0,51,86.0,66,11,2017.0,1378350,1
18.0,9,4.0,9,1,489.0,142391,0
41.0,30,22.0,25,6,1193.0,755625,0
126.0,33,59.0,59,13,3401.0,820175,0
75.0,15,15.0,14,4,1953.0,387305,0
75.0,19,24.0,20,6,1953.0,387305,0
98.0,100,99.0,90,34,2627.0,1196089,1
119.0,71,79.0,95,24,3133.0,3041484,1
23.0,15,13.0,9,2,513.0,831567,0
30.0,9,10.0,4,3,614.0,968262,0
30.0,7,7.0,8,1,614.0,968262,0
67.0,21,33.0,34,8,1899.0,1480872,1
39.0,23,47.0,32,9,1057.0,512609,0
130.0,70,75.0,75,20,3514.0,1591530,1
97.0,35,87.0,69,32,2645.0,154922,0
101.0,44,49.0,57,6,2951.0,432870,0
147.0,60,105.0,109,28,3912.0,1406015,1
146.0,71,59.0,110,16,3800.0,956871,0
105.0,50,63.0,53,14,2713.0,1310002,1
154.0,53,85.0,83,19,4078.0,1435307,1
16.0,8,2.0,3,0,370.0,142391,0
16.0,8,2.0,3,0,370.0,1497959,1
51.0,12,23.0,10,3,1409.0,142391,0
89.0,36,38.0,47,11,2351.0,1720090,1
150.0,47,93.0,70,27,3972.0,489827,0
162.0,82,79.0,82,16,4210.0,1423916,1
62.0,8,15.0,15,3,1759.0,1025219,1
62.0,20,8.0,14,2,1759.0,1025219,1
139.0,42,63.0,96,11,3586.0,250609,0
5.0,13,6.0,4,1,116.0,1253046,1
6.0,6,8.0,7,1,245.0,227826,0
16.0,11,15.0,9,2,535.0,2050439,1
108.0,30,28.0,35,4,2860.0,949278,0
30.0,3,7.0,5,1,786.0,182261,0
18.0,16,3.0,6,1,536.0,1537829,1
86.0,39,33.0,45,5,2232.0,1355568,1
64.0,26,15.0,44,1,1717.0,142391,0
54.0,34,60.0,44,24,1404.0,1423916,1
12.0,9,16.0,13,1,386.0,1042306,1
94.0,72,78.0,71,22,2429.0,4681836,1
5.0,4,3.0,2,0,133.0,173148,0
107.0,30,53.0,46,22,2818.0,751827,0
36.0,5,10.0,10,0,919.0,148087,0
59.0,16,14.0,17,5,1532.0,227826,0
39.0,15,14.0,22,3,1128.0,142391,0
88.0,28,33.0,24,5,2376.0,455653,0
94.0,6,21.0,24,2,2488.0,227826,0
160.0,80,83.0,105,15,4191.0,142391,0
31.0,24,8.0,26,3,832.0,1139132,1
149.0,79,101.0,95,34,3869.0,330348,0
25.0,8,5.0,12,0,651.0,142391,0
150.0,51,78.0,67,17,3832.0,1993482,1
142.0,32,30.0,97,4,3664.0,3166119,1
67.0,24,13.0,32,1,1938.0,512609,0
67.0,17,18.0,31,6,1774.0,341739,0
147.0,74,89.0,89,27,3699.0,3462964,1
23.0,7,1.0,5,0,648.0,148087,0
77.0,20,42.0,27,7,1902.0,142391,0
16.0,8,9.0,7,0,459.0,683479,0
34.0,16,23.0,17,6,1054.0,1680221,1
37.0,6,7.0,5,3,870.0,1936525,1
37.0,28,50.0,56,14,870.0,1936525,1
102.0,18,72.0,45,16,2634.0,1526438,1
1.0,1,0.0,0,0,21.0,603740,0
128.0,55,38.0,44,6,3437.0,1993482,1
5.0,0,2.0,3,0,294.0,142391,0
102.0,31,52.0,48,16,2806.0,328070,0
34.0,6,16.0,16,3,894.0,843306,0
0.0,0,1.0,1,0,24.0,227826,0
37.0,9,11.0,14,1,1011.0,142391,0
137.0,74,85.0,83,32,3535.0,2141569,1
65.0,43,46.0,46,11,1651.0,683479,0
149.0,37,109.0,95,31,3880.0,2164352,1
135.0,84,90.0,85,34,3483.0,2984528,1
147.0,32,99.0,96,28,3820.0,1059393,1
119.0,47,77.0,67,13,3115.0,182261,0
138.0,57,85.0,81,13,3676.0,922697,0
91.0,33,28.0,44,3,2565.0,205043,0
128.0,86,80.0,71,28,3292.0,512609,0
67.0,28,31.0,48,2,1985.0,170869,0
76.0,19,30.0,37,4,2012.0,854349,0
22.0,12,13.0,21,0,863.0,1275828,1
58.0,69,75.0,114,16,1482.0,2870614,1
75.0,30,38.0,38,4,2049.0,364522,0
64.0,16,42.0,35,14,1691.0,421479,0
92.0,36,68.0,50,7,2569.0,142391,0
150.0,40,95.0,86,25,4003.0,210739,0
149.0,76,103.0,99,21,3919.0,2620005,1
109.0,24,72.0,57,14,2768.0,1742873,1
102.0,38,23.0,62,1,2888.0,142391,0
9.0,6,14.0,7,1,280.0,330348,0
87.0,42,36.0,32,3,2291.0,478435,0
67.0,11,28.0,35,5,1807.0,569566,0
143.0,41,90.0,72,13,3825.0,205043,0
7.0,7,14.0,7,1,156.0,142391,0
118.0,51,56.0,52,12,3123.0,1196089,1
42.0,14,20.0,22,4,999.0,142391,0
139.0,90,68.0,123,18,3700.0,3796349,1
61.0,12,21.0,15,1,1640.0,165174,0
150.0,37,123.0,89,26,3914.0,1742873,1
147.0,70,63.0,101,15,3926.0,478435,0
82.0,34,41.0,34,4,2561.0,187956,0
86.0,30,23.0,28,4,2349.0,569566,0
69.0,80,37.0,78,17,1768.0,3804703,1
15.0,0,0.0,0,0,400.0,142391,0
15.0,7,10.0,8,0,400.0,142391,0
1.0,10,28.0,21,12,27.0,968262,0
139.0,51,115.0,93,30,3680.0,4499575,1
62.0,19,21.0,28,5,1702.0,239217,0
138.0,53,87.0,76,32,3756.0,398696,0
68.0,40,42.0,42,17,1871.0,250609,0
69.0,1,0.0,1,0,1846.0,142391,0
69.0,18,27.0,23,1,1846.0,142391,0
119.0,82,67.0,96,7,3119.0,2050439,1
14.0,2,4.0,5,2,327.0,284783,0
40.0,5,9.0,8,3,1064.0,312122,0
40.0,10,12.0,13,3,1064.0,312122,0
46.0,8,14.0,9,3,1210.0,250609,0
109.0,43,22.0,48,1,2870.0,877132,0
6.0,0,1.0,1,0,176.0,142391,0
96.0,33,78.0,65,16,2562.0,1442142,1
64.0,27,44.0,42,9,1653.0,1093567,1
142.0,76,97.0,83,27,3790.0,4355392,1
77.0,25,23.0,43,1,1964.0,1253046,1
133.0,42,83.0,55,20,3480.0,4694854,1
100.0,40,43.0,86,10,2598.0,461348,0
151.0,81,89.0,87,18,3946.0,4100878,1
153.0,83,99.0,93,36,4121.0,677784,0
30.0,8,24.0,15,4,936.0,142391,0
42.0,22,24.0,21,3,1141.0,142391,0
15.0,21,24.0,26,3,536.0,142391,0
147.0,39,95.0,86,29,3882.0,1423916,1
13.0,2,1.0,14,0,344.0,142391,0
129.0,29,44.0,41,5,3376.0,569566,0
149.0,97,104.0,108,39,3889.0,2836440,1
71.0,44,61.0,55,14,1962.0,632218,0
76.0,35,34.0,58,9,2233.0,1822612,1
128.0,50,113.0,81,31,3368.0,410087,0
109.0,42,72.0,69,22,2956.0,1777047,1
137.0,28,60.0,69,3,3574.0,1384395,1
0.0,0,3.0,1,0,3.0,159478,0
25.0,12,9.0,14,3,621.0,170869,0
39.0,19,9.0,22,2,1263.0,170869,0
145.0,60,76.0,89,19,3685.0,2961745,1
148.0,71,118.0,97,49,3920.0,165174,0
70.0,58,35.0,39,8,1814.0,1729203,1
98.0,57,46.0,48,10,2677.0,968262,0
95.0,32,49.0,78,4,2513.0,142391,0
98.0,32,56.0,66,16,2644.0,142391,0
66.0,30,26.0,19,8,1774.0,273391,0
52.0,15,21.0,25,12,1456.0,740436,0
34.0,16,13.0,10,3,919.0,223270,0
44.0,6,10.0,7,1,1020.0,1594786,1
44.0,14,21.0,13,4,1020.0,1594786,1
17.0,25,12.0,14,1,660.0,956871,0
154.0,121,84.0,84,21,4091.0,2961745,1
90.0,27,54.0,48,17,2408.0,148087,0
95.0,39,12.0,37,0,2524.0,341739,0
124.0,47,67.0,42,17,3301.0,2278265,1
7.0,14,4.0,9,1,299.0,436287,0
159.0,60,100.0,113,28,4261.0,1503655,1
141.0,83,113.0,88,35,3668.0,4846630,1
49.0,20,23.0,24,7,1346.0,318957,0
21.0,8,16.0,19,1,518.0,318957,0
124.0,42,43.0,86,7,3349.0,318957,0
148.0,38,54.0,55,14,3958.0,1509123,1
8.0,1,1.0,5,0,411.0,569566,0
8.0,8,4.0,8,0,411.0,569566,0
67.0,20,15.0,26,1,1674.0,296174,0
126.0,54,59.0,99,25,3467.0,227826,0
110.0,39,77.0,58,15,3071.0,262000,0
131.0,49,65.0,64,13,3564.0,455653,0
38.0,46,18.0,44,4,929.0,1822612,1
62.0,31,48.0,28,16,1490.0,205043,0
99.0,43,36.0,33,1,2593.0,273391,0
34.0,8,11.0,21,0,936.0,142391,0
110.0,27,46.0,41,9,2901.0,723349,0
110.0,2,19.0,15,4,2901.0,723349,0
55.0,15,22.0,16,1,1473.0,432870,0
144.0,41,54.0,48,5,3822.0,1838560,1
144.0,3,15.0,16,0,3822.0,1838560,1
79.0,34,51.0,47,7,2217.0,432870,0
137.0,56,82.0,93,21,3746.0,1253046,1
1.0,2,0.0,1,0,36.0,182261,0
18.0,11,11.0,8,2,472.0,307565,0
78.0,9,17.0,17,6,1999.0,489827,0
78.0,11,23.0,17,6,1999.0,489827,0
72.0,42,20.0,23,0,1983.0,744234,0
19.0,1,9.0,5,1,431.0,3303485,1
154.0,82,54.0,119,7,3986.0,1742873,1
97.0,39,29.0,59,8,2613.0,142391,0
122.0,73,91.0,72,20,3140.0,250609,0
53.0,18,25.0,28,4,1624.0,142391,0
126.0,70,70.0,59,15,3011.0,774610,0
119.0,20,26.0,19,7,3086.0,284783,0
119.0,28,44.0,49,15,3086.0,284783,0
89.0,67,54.0,69,12,2345.0,250609,0
45.0,14,17.0,13,3,1276.0,170869,0
140.0,16,79.0,64,18,3662.0,144669,0
141.0,42,48.0,42,5,3730.0,2604570,1
40.0,20,24.0,17,2,1187.0,546783,0
158.0,84,67.0,101,14,4145.0,1708699,1
82.0,15,43.0,34,5,2121.0,250609,0
78.0,24,54.0,52,14,2054.0,176565,0
1.0,80,68.0,68,27,21.0,683479,0
25.0,3,11.0,9,2,759.0,182261,0
90.0,43,51.0,50,9,2277.0,170869,0
105.0,47,51.0,55,18,2778.0,1366959,1
133.0,49,91.0,89,35,3590.0,273391,0
0.0,0,0.0,0,0,0.0,142391,0
0.0,0,0.0,0,0,0.0,142391,0
114.0,21,63.0,70,19,3107.0,2221309,1
114.0,34,85.0,69,20,2980.0,945480,0
61.0,17,31.0,31,11,1699.0,205043,0
40.0,24,19.0,38,4,1399.0,1116350,1
75.0,42,39.0,39,11,2250.0,626523,0
6.0,9,14.0,5,1,210.0,398696,0
118.0,40,44.0,62,10,3051.0,318957,0
90.0,24,30.0,44,5,2381.0,444261,0
15.0,5,11.0,9,3,358.0,1025219,1
126.0,136,106.0,93,35,3335.0,2961745,1
150.0,70,43.0,121,3,3958.0,364522,0
16.0,7,11.0,5,1,416.0,227826,0
56.0,14,26.0,32,3,1510.0,159478,0
137.0,68,83.0,73,2,3505.0,2107395,1
0.0,1,0.0,2,0,3.0,934088,0
13.0,4,7.0,4,0,382.0,142391,0
50.0,10,19.0,19,2,1304.0,216435,0
22.0,7,6.0,5,0,714.0,142391,0
22.0,3,4.0,8,1,714.0,142391,0
3.0,3,0.0,5,0,143.0,262000,0
57.0,11,28.0,20,8,1404.0,142391,0
149.0,24,105.0,76,11,4027.0,1742873,1
26.0,11,23.0,22,3,974.0,148087,0
55.0,54,24.0,43,1,1783.0,227826,0
10.0,4,9.0,8,2,337.0,142391,0
105.0,36,44.0,40,5,2841.0,2621144,1
158.0,70,96.0,82,12,4154.0,478435,0
153.0,89,75.0,104,0,4072.0,4419835,1
0.0,0,0.0,0,0,1.0,387305,0
79.0,36,46.0,63,14,2211.0,142391,0
119.0,61,38.0,63,1,3202.0,142391,0
110.0,28,50.0,45,13,2946.0,307565,0
146.0,58,84.0,89,28,4015.0,3474355,1
147.0,39,134.0,111,47,3819.0,2676962,1
142.0,51,67.0,90,5,3631.0,911306,0
15.0,20,32.0,30,14,312.0,178843,0
83.0,17,36.0,50,12,2542.0,218713,0
84.0,21,30.0,35,4,2353.0,865741,0
29.0,25,25.0,26,3,756.0,590321,0
